ID,name,nationality,art_movement,birth_date,death_date,age,century,zodiac,birth_country,birth_city,birth_continent,death_country,death_city,field,genre,marriage,art_institution,teaching,awards
130,Lygia Clark,Brazilian,Brazilian Constructivism||Neo-Concrete||Tropicalia,1920/10/23,1988/4/25,67,20th,Scorpio,Brazil,Belo Horizonte,South America,Brazil,Rio de Janeiro,Installation||Painting||Professional||Sculpture,,,Sorbonne,0,0
131,Barbara Chase-Riboud,American,Modern,1939/6/26,,,,Cancer,United States,Philadelphia,North America,,,Literature||Sculpture||Visual,,,Fleisher Art Memorial School||Philadelphia Museum School of Art||Tyler School at Temple University||American Academy in Rome||Yale University School of Design and Architecture,0,0
132,Arthur Lismer,English-Canadian,Canadian Art||Group of Seven||Post-Impressionism,1885/6/27,1969/3/23,83,19th-20th,Cancer,England,,Europe,Canada,Montreal,Education||Painting,Landscape,,Sheffield School of Arts||Academie Royale,0,0
133,Pierre Emmanuel Damoye,French,Barbizon,1847/2/20,1905/3/30,68,19th-20th,Pisces,France,Paris,Europe,France,Paris,Painting,Landscape,,école des Beaux-Arts,0,0
134,Rebecca Horn,German,,1944/3/24,,,,Aries,Germany,Michelstadt,Europe,,,Film||Installation||Others||Performance||Sculpture,,,Hochschule für bildende Künste Hamburg,0,0
135,Ignacy Aleksander Gierymski,Polish,Impressionism,1850/1/30,1901/3/6,,,Aquarius,Poland,Warsaw,Europe,Italy,Rome,Painting,Landscape||Social Realism,,Academy of Fine Arts in Munich,0,0
136,James Browning Wyeth,American,Realism,1946/7/6,,,,Gemini,United States,Chadds Ford Township,North America,,,Painting,,,N. C. Wyeth House and Studio,0,0
137,Arne Quinze,Belgian,Conceptual Art,1971/12/15,,,,Sagittarius,Belgium,,Europe,,,Drawing||Painting||Sculpture,Social Realism,,,0,0
138,Sheila Hicks,American,,,,,,,USA,Hastings,North America,,,Painting||Sculpture||Textile Art,,,Yale School of Art,0,0
139,Rirkrit Tiravanija,Thai,Contemporary,1905/5/14,,,,,Argentina,Buenos Aires,South America,,,Installation,Avant Garde Experimental,,Ontario College of Art||Banff Center School of Fine Arts||School of the Art Institute of Chicago||Whitney Independent Studies Program,0,0
140,Edward Mitchell Bannister,Canadian-American,Tonalism,,1901/1/9,,,,Canada,St. Andrews,North America,United States,Providence,Painting,Genre||Landscape||Mythological||Portrait||Religious,,,0,0
141,Alice Neel,American,Ashcan School||Expressionism,1900/1/28,1984/10/13,84,20th,Aquarius,USA,Merion Square,North America,,,Painting,Portrait,,Philadelphia School of Design for Women,0,0
142,Mikalojus Konstantinas ?iurlionis,Lithuanian,Art Nouveau||Symbolism,1875/9/22,1911/4/10,36,19th-20th,Virgo,Lithuania,Senoji Var?na,Europe,Poland,Marki,Literature||Music||Painting,Abstract||Literature,,Musical school of Polish Prince Micha? Ogiński||Warsaw Conservatory||Leipzig Conservatory||Warsaw School of Fine Arts,0,0
143,Donald K. Sultan,American,New Image,1905/5/4,,,,,United States,Asheville,North America,,,Painting||Printmaking||Sculpture,Still Life,,University of North Carolina at Chapel Hill||Art Institute of Chicago,0,0
144,Delesio Antonio Berni,Argentine,Nuevo Realismo||Social Realism,1905/5/14,1981/10/13,76,20th,Taurus,Argentina,Rosario,South America,Argentina,Buenos Aires,Painting,Abstract||Figurative,,Rosario Catalá Center||Académie de la Grande Chaumière,0,0
145,Charles Garabed Atamian,Ottoman||French||Armenian,,1872/9/18,1947/7/30,74,19th-20th,Virgo,Ottoman Empire,Istanbul,Europe,,,Painting,Landscape||Portrait,,Mkhitaryan Armenian School||Lycée de Saint-Benoit||Murad Rafaelian Armenian School,0,0
146,?tefan Luchian,Romanian,Modernism||Post-impressionism||Symbolism,1868/2/1,1916/6/28,48,19th-20th,,Romania,?tef?ne?ti,Europe,Romania,Bucharest,Painting,Landscape||Still Life,,Fine Arts School||Munich Fine Arts Academy||Académie Julian,0,0
147,Julio Le Parc,Argentinean,Kinetic Art||Op Art,1928/9/23,,,,Libra,Argentina,,South America,,,Painting||Printmaking,,,School of Fine Arts||Academy of Fine Arts,0,0
148,Diane Arbus,American,,1923/3/14,1971/7/26,48,20th,Pisces,United States,New York City,North America,,,Photography,,,Fieldston School for Ethical Culture,0,0
149,Edvard Munch,Norwegian,Expressionism||Symbolism,1863/12/12,1944/1/23,80,19th-20th,Sagittarius,United Kingdoms of Sweden and Norway,"?dalsbruk, L?ten",Europe,,,Painting||Printmaking,,,,0,0
150,Odd Nerdrum,Norwegian,The Kitsch Movement,1944/4/8,,,,Leo,Sweden,,Europe,,,Painting,Allegorical||Portrait||Still Life,,Rudolf Steiner school,0,0
151,Billy Childish,British,Stuckism,1959/12/1,,,,Sagittarius,United Kingdom,Chatham,Europe,,,Film||Literature||Music||Painting||Photography||Social,Music||Other||Pop Art,,University of Kent||Saint Martin's School of Art,1,0
152,Gyula Kosice,Argentinean||Slovak,Concrete art||Constructivist art||Kinetic art||Luminal art||Madí||Non-figurative art,1924/4/26,,,,Taurus,Slovakia,Kosice,Europe,,,Conceptual||Literature||Sculpture,Abstract,,,0,0
153,Susan Rothenberg,American,Contemporary,1905/4/28,,,,Taurus,United States,Buffalo,North America,,,Drawing||Painting||Printmaking,Abstract||Figurative,,Cornell University||George Washington University||Corcoran Museum School,0,0
154,Joy St Clair Hester,Australian,Angry Penguins||Australian Modernism||Heide Circle,1920/8/31,1960/12/4,39,20th,Virgo,,Elwood,,,,Drawing||Painting,Portrait,,St Michael's Grammar School||Brighton Technical School||National Gallery School,0,0
155,Lee Ufan,Korean,Korean Monotone Art||Mono-ha,1905/4/19,,,,,Korea,Haman County,Asia,,,Painting||Sculpture,Abstract,,Seoul National University||Nihon University||Tama Art University,0,0
156,Alfio Giuffrida,Italian,Contemporary,1953/1/28,,,,Aquarius,Italy,Zafferana Etnea,Europe,,,Graphic Design||Installation||Painting||Sculpture,,,,0,0
157,"Ervand ""Kochar"" Kocharyan",Armenian,Painting in Space,1899/7/15,1905/6/1,5,19th-20th,Cancer,Georgia,Tbilisi,Asia,Armenia,Yerevan,Conceptual||Sculpture,,,Arts School of the Caucasus Association for Promotion of Fine Arts (O. Schmerling School)||State Free Art Studio of Moscow,1,5
158,John Milton Cage Jr.,American,Avant-Garde,1912/9/5,1992/8/12,79,20th,Virgo,United States,Los Angeles,North America,United States,,Music||Performance,,Unmarried,,0,0
159,Mathias Goeritz || Werner Mathias Goeritz Brunner,Mexican || German,,1915/4/4,1990/8/4,75,20th,Aries,Germany,Danzig,Europe,Mexico,Mexico City,Painting||Sculpture,,,Humboldt University of Berlin || Kunstgewerbe- und Handwerkerschule,0,0
160,Nathan Oliveira,American,Bay Area Figurative Movement,1928/12/19,2010/11/13,81,20th-21st,Sagittarius,United States,Oakland,North America,United States,Palo Alto,Painting||Printmaking||Sculpture,Abstract||Figurative,,San Francisco's George Washington High School||California College of Arts and Crafts||Mills College||,1,0
161,Oskar Kokoschka,Austrian,Expressionism,1886/3/1,1980/2/22,94,19th-20th,,Austria,P?chlarn,Europe,,,Literature||Painting||Performance,Landscape||Portrait,,Kunstgewerbeschule,0,0
162,Brice Marden,American,Minimalism,1938/10/15,,,,Libra,United States,Bronxville,North America,,,Drawing||Painting,Abstract,Remarried,Boston University||Florida Southern College||Yale School of Art and Architecture,0,0
163,Abbas Kiarostami,Iranian,Iranian New Wave,1940/6/22,2016/7/4,76,20th-21st,Cancer,Islamic Republic of Iran,Teheran,Asia,France,Paris,Film||Graphic Design||Illustration||Literature||Painting||Photography,Fantasy||Narrative,,University of Tehran School of Fine Arts,0,1
164,Chen Yifei,Chineses,Romantic Realism,1946/4/12,2005/4/10,58,20th-21st,Aries,China,Ningbo,Asia,China,Shanghai,Film||Painting,Landscape||Portrait,,Hunter College||Shanghai Training School of Art,0,0
165,Howard Arkley,Australian,,1951/5/5,1999/7/22,48,20th,Taurus,Australia,Melbourne,Oceania,Australia,Melbourne,Painting,Architecture||Environmental,Remarried,Prahran College of Advanced Education,0,0
166,Donald Judd,American,Minimalism,1928/6/3,1994/2/12,65,20th,Gemini,United States,Excelsior Springs,North America,United States,Manhattan,Painting||Sculpture,Abstract,,College of William and Mary||Columbia University School of General Studies,0,0
167,Robert L. Williams,American,,1943/3/2,,,,Pisces,United States,Albuquerque,North America,,,Graphic Design||Painting,Fantasy,Married,California Institute of the Arts||Los Angeles City College,0,0
168,Jonathan Eastman Johnson,American,Genre painting,1824/7/29,1906/4/5,81,19th-20th,Leo,United States,Lovell,North America,,,Painting,Genre||Portrait,,Düsseldorf school of painting,0,0
169,Al Held,American,Abstract expressionism,1928/10/12,2005/7/27,76,20th-21st,Libra,United States,Brooklyn,North America,United States,,Painting,Abstract,Remarried,Art Students League of New York||Academie de la Grande Chaumiere,1,2
170,Niki de Saint Phalle,French,Outsider art,1930/10/29,2002/5/21,71,20th-21st,Scorpio,France,Neuilly-sur-Seine,Europe,United States,California,Film||Painting||Sculpture,Cultural and Regional Themes||Sculpture,Remarried,,0,0
171,Bahia Shehab,,,1977/1/1,,,,,,,,,,Education||Graphic Design||Others||Social,Cultural and Regional Themes||Political||Social Realism,,AUC||Queen Rania Foundation,0,0
172,Ludwig Mies van der Rohe,German-American,Modernist Architecture,1886/3/27,1969/8/17,83,19th-20th,Aries,Germany,Aachen,Europe,,,Architecture,,,Bauhaus||Armour Institute of Technology||Illinois Institute of Technology,0,0
173,Lawrence Weiner,American,Conceptual Art||Postminimalism,1942/2/10,,,,Aquarius,United States,Bronx,North America,,,Digital Art||Film||Graphic Design||Installation||Performance||Sculpture||Social,,,Hunter College||Stuyvesant High School,0,0
174,Noma Bar,Israeli,,1973/1/1,,,,,Israel,,Asia,,,Digital Art||Graphic Design||Illustration||Others||Sculpture,,,Jerusalem Academy of Art,0,0
175,John Register,American,Realism,1905/4/22,1905/6/18,57,20th,,United States,New York City,North America,United States,Malibu,Drawing||Painting,Abstract,,Pasadena Art Center||Académie Julian||California School of Fine Arts||Pratt Institute||Art Students League,0,0
176,Luigi Serafini,Italian,,1949/8/4,,,,Aries,Italy,Rome,Europe,,,Architecture||Ceramics||Graphic Design||Others,,,,0,0
177,Bahman Mohassess,Iranians,Avant-garde,1931/3/1,2010/7/28,79,20th-21st,Pisces,Iran,Rasht,Asia,Italy,Rome,Painting||Performance||Sculpture||Translation,,Married,Tehran's Faculty of Fine Arts,1,0
178,Brett Whiteley,Australian,Abstract Art||Figuration||Modernism,1939/4/7,1992/6/12,53,20th,Aries,Australia,Sydney,Oceania,Australia,Wollongong,Painting,,Married,the National Art School in East Sydney,0,3
179,Ethel Léontine Gabain,French-English,,1883/3/26,1950/1/30,66,19th-20th,Aries,France,,Europe,,,Graphic Design||Painting||Printmaking,Portrait,,Wycombe Abbey School||Slade School of Fine Art||Raphael Collin's Studio||Central School of Arts and Crafts||Chelsea Polytechnic,0,0
180,Clyfford Still,American,Abstract Expressionism,1904/11/30,1980/6/23,75,20th,Sagittarius,United States,Grandin,North America,,,Painting,Landscape||Portrait,,Art Students League||Spokane University||California School of Fine Arts,0,0
181,Barbara Kruger,American,Conceptual art,1945/1/26,,,,Aquarius,United States,Newark,North America,,,Collage,,,Syracuse University||Parsons School of Design,0,0
182,Pierre Molinier,French,Surrealism,1900/4/13,1976/3/3,75,20th,Aries,France,Agen,Europe,,,Others||Painting||Photography,Erotic||Landscape,Married,,0,0
183,Adolf Richard Fleischmann,Germany,Abstract Art||Constructivism||Op Art,1892/3/18,1968/1/28,75,19th-20th,Pisces,Germany,Esslingen am Neckar,Europe,Germany,Stuttgart,Painting,Abstract,Married,the Kunstgewerbeschule||the Royal Academy of Arts,0,0
184,Grace Thurston Arnold Albee,American,,1890/7/28,1985/7/26,94,19th-20th,Leo,United States,Scituate,North America,United States,Bristol,Printmaking,,Married,the Rhode Island School of Design,0,50
185,Joan Mitchell,American,Abstract Expressionism,1925/2/12,1992/10/30,66,20th,Sagittarius,United States,Chicago,North America,,,Painting||Printmaking,Landscape,,The Art Institute of Chicago||Smith College,0,0
186,Gotthard Graubner,German,,1930/6/13,2013/5/24,82,20th-21st,Gemini,Germany,Eribach,Europe,Germany,Neuss,Painting,,Married,Kunstakademie Düsseldorf||Akademie der Künste Berlin||Dresden Academy of Fine Arts,1,0
187,Nam June Paik,American||South Korean,Fluxus||Neo-Dada,1932/7/20,2006/1/29,73,20th-21st,Cancer,South Korean,Seoul,Asia,United States,Miami,Digital Art||Music,,,Kunstakademie Düsseldorf,0,0
188,Jacob M?cznik,Polish || French,école de Paris,1905/12/4,1945/5/10,40,20th,Aries,Poland,?ód?,Europe,,,Painting,Other,,"School of Fine Arts, Warsaw",0,0
189,Emil Schumacher,German,Abstract expressionism,1912/8/29,1999/10/4,87,20th,Virgo,Germany,Hagen,Europe,Spain,San José,Painting,,Married,,1,0
190,Wilhelm Sasnal,Polish,,1972/12/29,,,,,Poland,Tarnów,Europe,,,Film||Illustration||Painting||Photography,Contemporary||Landscape||Other||Portrait,,Jan Matejko Academy of Fine Arts,0,0
191,Paul Delvaux,Belgian,Surrealism,1897/9/23,1994/7/20,96,19th-20th,Libra,Belgium,Antheit,Europe,Belgium,Veurne,Painting,Landscape||Nude,,Académie Royale des Beaux-Arts,0,0
192,Antonio López García,Spanish,Hyperrealism||Magic Realism||Neo-academism||Realism,1936/1/6,,,,,Spain,Tomelloso,Europe,,,Painting||Sculpture,Other||Surrealist,Married,Real Academia de Bellas Artes de San Fernando,0,0
193,Philip Pearlstein,American,Modernist Realism,1924/5/24,,,,Gemini,USA,Pittsburgh,North America,,,Painting,Figurative||Landscape||Portrait,,Carnegie Institute of Technology||New York University Institute of Fine Arts,0,0
194,Francesca Stern Woodman,American,,1958/4/3,1981/1/19,22,20th,Aries,United States,Denver,North America,United States,New York City,Photography,Illustration,Unmarried,the Rhode Island School of Design,0,0
195,Mark Lancaster,English,American Modernist||Pop art,1938/5/14,,,,Taurus,England,Holmfirth,Europe,,,Graphic Design||Painting,,,"King's College, Newcastle||Bath Academy of Art",0,0
196,Luchita Hurtado,Venezuelan||American,,1920/10/28,2020/8/13,99,20th-21st,Scorpio,Venezuela,Luisa Amelia García Rodriguez Hurtado,South America,United States,Santa Monica,Painting,,Remarried,,0,0
197,Nobuo Sekine,Japanese,Mono-ha,1905/4/25,,,,Taurus,Japan,Shiki City,Asia,,,Sculpture,,,painting department at Tama Art University,0,0
198,Grace Cossington Smith,Australian,Post-Impressionism,1892/4/20,1984/12/20,92,19th-20th,Taurus,Australia,Neutral Bay,Oceania,Australia,Roseville,Painting,Architecture||Landscape||Still Life,,Abbotsleigh School for Girls,0,0
199,Hélio Oiticica,Brazilian,Neo-Concrete Movement,1937/7/26,1980/3/22,42,20th,Leo,Brazil,Rio de Janeiro,South America,Brazil,Rio de Janeiro,Film||Literature||Painting||Performance||Sculpture||Visual,Environmental,,,0,0
200,"Jacqueline ""Jackie"" Winsor",American||Canadian,Anti-form||Postminimalism||Process Art,1941/10/20,,,,Libra,Canada,"St. John's, Newfoundland and Labrador",North America,,,Sculpture,Abstract||Political,Married,Massachusetts College of Art,0,0
201,Vladimir Grigoryevich Tretchikoff,Russian,,1913/12/26,2006/8/26,92,20th-21st,,Kazakhstan,Petropavl / Petropavlovsk,Asia,South Africa,Cape Town,Illustration||Painting,Portrait||Still Life,Married,,0,0
202,Jimmie Durham,American,,1940/7/10,,,,Cancer,United States,Houston,North America,Germany,Berlin,Literature||Sculpture,,,L'école des Beaux-Arts,0,0
203,Tr?n V?n C?n,Vietnamese,Social Realism,1910/8/13,1905/6/16,83,20th,Leo,Vietnam,Ki?n An||H?i Phòng,Asia,,,Painting,Architecture||Illustration||Other,,école des Beaux-Arts d'Indochine,0,0
204,Billy Apple,New Zealander,Conceptual Art||Pop Art,1935/12/31,2021/9/6,85,20th-21st,,New Zealand,Auckland,Europe,New Zealand,,Painting||Sculpture,,,the Royal College of Art,0,1
205,George Milwa Mnyaluza Pemba,South African,Impressionism,1912/4/2,2001/7/12,89,20th-21st,Aries,South Africa,Korsten,Africa,South Africa,,Literature||Painting,Landscape||Portrait,,,1,3
206,Callum Innes,British,Abstract Art,1905/5/15,,,,Taurus,United Kingdom,Edinburgh,Europe,,,Painting,,,Gray's School of Art||Edinburgh College of Art,0,4
207,Jeanne Hébuterne,French,,1898/4/6,1920/1/26,21,19th-20th,Gemini,France,Meaux,Europe,,,Drawing,,,Académie Colarossi,0,0
208,Charuvi Agrawal,Indian,,1983/6/20,,,,Gemini,India,New Delhi,Asia,,,Digital Art||Film||Painting||Sculpture||Visual,,,Sheridan Institute of Technology and Advanced Learning||the College of Art in Delhi,0,0
209,Nikos Hadjikyriakos-Ghikas,Greek,Cubism||Modernism,1906/2/26,1994/9/3,88,20th,Pisces,Greece,Athens,Europe,Greece,Athens,Education||Literature||Painting||Printmaking||Sculpture,Abstract||Landscape,Married,the Sorbonne University,1,0
210,Kishio Suga,Japanese,Mono-ha,1905/4/27,,,,Taurus,Japan,Morioka,Asia,,,Installation||Sculpture,,,the painting department at Tama Art University,0,0
211,Elmer Nelson Bischoff,American,Bay Area Figurative Movement,1916/7/9,1991/3/2,74,20th,Virgo,USA,Berkeley,North America,,,Visual,Abstract||Figurative,,"University of California, Berkeley||San Francisco's California School of Fine Arts",0,0
212,Francis Bacon,British||Irish,,1909/10/28,1992/4/28,82,20th,Scorpio,Ireland,Dublin,Europe,,,Painting,Figurative,,,0,0
213,Pierre Soulages,French,,1919/12/24,,,,,France,Rodez,Europe,,,Painting||Printmaking||Sculpture,,,,0,0
214,Ashley Bickerton,Barbadian||American,Neo-Geo,1905/5/12,,,,Taurus,Britain,Barbados,Europe,,,MixedMedia,,,the California Institute of the Arts,0,0
215,Joseph Kosuth,American,Conceptual Art,1945/1/31,,,,Aquarius,United States,Toledo,North America,,,Literature||Others,Conceptual,,the Toledo Museum School of Design||the Cleveland Institute of Art,1,0
216,Mary Blair,American,California School of Watercolor,1911/10/21,1978/7/26,66,20th,Libra,United States,McAlester,North America,,,Digital Art||Graphic Design||Others,,,Chouinard Art Institute,0,0
217,Martha Rosler,American,,1905/4/26,,,,Taurus,United States,Brooklyn,North America,,,Digital Art||Installation||Literature||Performance||Photography||Sculpture,Illustration,,Erasmus Hall High School in Brooklyn||Brooklyn College (1965)||the University of California,1,0
