filing_id,company_id,ticker,company_name,form_type,filing_date,report_date,fiscal_year,fiscal_period,fiscal_quarter,sic,sic_description,state_of_incorporation,revenue_usd,revenue_usd_concept_id,revenue_usd_unit_id,revenue_usd_period_start,revenue_usd_period_end,assets_usd,assets_usd_concept_id,assets_usd_unit_id,assets_usd_period_start,assets_usd_period_end,liabilities_usd,liabilities_usd_concept_id,liabilities_usd_unit_id,liabilities_usd_period_start,liabilities_usd_period_end,net_income_usd,net_income_usd_concept_id,net_income_usd_unit_id,net_income_usd_period_start,net_income_usd_period_end,operating_cash_flow_usd,operating_cash_flow_usd_concept_id,operating_cash_flow_usd_unit_id,operating_cash_flow_usd_period_start,operating_cash_flow_usd_period_end,investing_cash_flow_usd,investing_cash_flow_usd_concept_id,investing_cash_flow_usd_unit_id,investing_cash_flow_usd_period_start,investing_cash_flow_usd_period_end,financing_cash_flow_usd,financing_cash_flow_usd_concept_id,financing_cash_flow_usd_unit_id,financing_cash_flow_usd_period_start,financing_cash_flow_usd_period_end,shares_outstanding,shares_outstanding_concept_id,shares_outstanding_unit_id,shares_outstanding_period_start,shares_outstanding_period_end,market_cap_usd,market_cap_usd_concept_id,market_cap_usd_unit_id,market_cap_usd_period_start,market_cap_usd_period_end
000104581023000093,0001045810,NVDA,NVIDIA CORP,10-Q,2023-05-26,2023-04-30,2024,Q1,1,3674,Semiconductors & Related Devices,DE,7192000000,us-gaap:Revenues,USD,2023-01-30,2023-04-30,44460000000,us-gaap:Assets,USD,,2023-04-30,19940000000,us-gaap:Liabilities,USD,,2023-04-30,2043000000,us-gaap:NetIncomeLoss,USD,2023-01-30,2023-04-30,2911000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-30,2023-04-30,-841000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-30,2023-04-30,-380000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-30,2023-04-30,2470000000,dei:EntityCommonStockSharesOutstanding,shares,,2023-05-19,,,USD,,
000104581023000175,0001045810,NVDA,NVIDIA CORP,10-Q,2023-08-28,2023-07-30,2024,Q2,2,3674,Semiconductors & Related Devices,DE,20699000000,us-gaap:Revenues,USD,2023-01-30,2023-07-30,49555000000,us-gaap:Assets,USD,,2023-07-30,22054000000,us-gaap:Liabilities,USD,,2023-07-30,8232000000,us-gaap:NetIncomeLoss,USD,2023-01-30,2023-07-30,9259000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-30,2023-07-30,-1287000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-30,2023-07-30,-5479000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-30,2023-07-30,2470000000,dei:EntityCommonStockSharesOutstanding,shares,,2023-08-18,,,USD,,
000104581023000227,0001045810,NVDA,NVIDIA CORP,10-Q,2023-11-21,2023-10-29,2024,Q3,3,3674,Semiconductors & Related Devices,DE,38819000000,us-gaap:Revenues,USD,2023-01-30,2023-10-29,54148000000,us-gaap:Assets,USD,,2023-10-29,20883000000,us-gaap:Liabilities,USD,,2023-10-29,17475000000,us-gaap:NetIncomeLoss,USD,2023-01-30,2023-10-29,16591000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-30,2023-10-29,-4457000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-30,2023-10-29,-10004000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-30,2023-10-29,2470000000,dei:EntityCommonStockSharesOutstanding,shares,,2023-11-17,,,USD,,
000104581024000029,0001045810,NVDA,NVIDIA CORP,10-K,2024-02-21,2024-01-28,2024,FY,4,3674,Semiconductors & Related Devices,DE,60922000000,us-gaap:Revenues,USD,2023-01-30,2024-01-28,65728000000,us-gaap:Assets,USD,,2024-01-28,22750000000,us-gaap:Liabilities,USD,,2024-01-28,29760000000,us-gaap:NetIncomeLoss,USD,2023-01-30,2024-01-28,28090000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-30,2024-01-28,-10566000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-30,2024-01-28,-13633000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-30,2024-01-28,2500000000,dei:EntityCommonStockSharesOutstanding,shares,,2024-02-16,,,USD,,
000104581024000124,0001045810,NVDA,NVIDIA CORP,10-Q,2024-05-29,2024-04-28,2025,Q1,1,3674,Semiconductors & Related Devices,DE,26044000000,us-gaap:Revenues,USD,2024-01-29,2024-04-28,77072000000,us-gaap:Assets,USD,,2024-04-28,27930000000,us-gaap:Liabilities,USD,,2024-04-28,14881000000,us-gaap:NetIncomeLoss,USD,2024-01-29,2024-04-28,15345000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-29,2024-04-28,-5693000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-29,2024-04-28,-9345000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-29,2024-04-28,2460000000,dei:EntityCommonStockSharesOutstanding,shares,,2024-05-24,,,USD,,
000104581024000264,0001045810,NVDA,NVIDIA CORP,10-Q,2024-08-28,2024-07-28,2025,Q2,2,3674,Semiconductors & Related Devices,DE,56084000000,us-gaap:Revenues,USD,2024-01-29,2024-07-28,85227000000,us-gaap:Assets,USD,,2024-07-28,27070000000,us-gaap:Liabilities,USD,,2024-07-28,31480000000,us-gaap:NetIncomeLoss,USD,2024-01-29,2024-07-28,29833000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-29,2024-07-28,-8877000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-29,2024-07-28,-19665000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-29,2024-07-28,24530000000,dei:EntityCommonStockSharesOutstanding,shares,,2024-08-23,,,USD,,
000104581024000316,0001045810,NVDA,NVIDIA CORP,10-Q,2024-11-20,2024-10-27,2025,Q3,3,3674,Semiconductors & Related Devices,DE,91166000000,us-gaap:Revenues,USD,2024-01-29,2024-10-27,96013000000,us-gaap:Assets,USD,,2024-10-27,30114000000,us-gaap:Liabilities,USD,,2024-10-27,50789000000,us-gaap:NetIncomeLoss,USD,2024-01-29,2024-10-27,47460000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-29,2024-10-27,-13223000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-29,2024-10-27,-32410000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-29,2024-10-27,24490000000,dei:EntityCommonStockSharesOutstanding,shares,,2024-11-15,,,USD,,
000104581025000023,0001045810,NVDA,NVIDIA CORP,10-K,2025-02-26,2025-01-26,2025,FY,4,3674,Semiconductors & Related Devices,DE,130497000000,us-gaap:Revenues,USD,2024-01-29,2025-01-26,111601000000,us-gaap:Assets,USD,,2025-01-26,32274000000,us-gaap:Liabilities,USD,,2025-01-26,72880000000,us-gaap:NetIncomeLoss,USD,2024-01-29,2025-01-26,64089000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-29,2025-01-26,-20421000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-29,2025-01-26,-42359000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-29,2025-01-26,24400000000,dei:EntityCommonStockSharesOutstanding,shares,,2025-02-21,,,USD,,
000104581025000116,0001045810,NVDA,NVIDIA CORP,10-Q,2025-05-28,2025-04-27,2026,Q1,1,3674,Semiconductors & Related Devices,DE,44062000000,us-gaap:Revenues,USD,2025-01-27,2025-04-27,125254000000,us-gaap:Assets,USD,,2025-04-27,41411000000,us-gaap:Liabilities,USD,,2025-04-27,18775000000,us-gaap:NetIncomeLoss,USD,2025-01-27,2025-04-27,27414000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-27,2025-04-27,-5216000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-27,2025-04-27,-15553000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-27,2025-04-27,24400000000,dei:EntityCommonStockSharesOutstanding,shares,,2025-05-23,,,USD,,
000104581025000209,0001045810,NVDA,NVIDIA CORP,10-Q,2025-08-27,2025-07-27,2026,Q2,2,3674,Semiconductors & Related Devices,DE,90805000000,us-gaap:Revenues,USD,2025-01-27,2025-07-27,140740000000,us-gaap:Assets,USD,,2025-07-27,40609000000,us-gaap:Liabilities,USD,,2025-07-27,45197000000,us-gaap:NetIncomeLoss,USD,2025-01-27,2025-07-27,42779000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-27,2025-07-27,-12343000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-27,2025-07-27,-27386000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-27,2025-07-27,24300000000,dei:EntityCommonStockSharesOutstanding,shares,,2025-08-22,,,USD,,
000104581025000230,0001045810,NVDA,NVIDIA CORP,10-Q,2025-11-19,2025-10-26,2026,Q3,3,3674,Semiconductors & Related Devices,DE,147811000000,us-gaap:Revenues,USD,2025-01-27,2025-10-26,161148000000,us-gaap:Assets,USD,,2025-10-26,42251000000,us-gaap:Liabilities,USD,,2025-10-26,77107000000,us-gaap:NetIncomeLoss,USD,2025-01-27,2025-10-26,66530000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-27,2025-10-26,-21367000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-27,2025-10-26,-42266000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-27,2025-10-26,24300000000,dei:EntityCommonStockSharesOutstanding,shares,,2025-11-14,,,USD,,
000095017022000796,0001318605,TSLA,"Tesla, Inc.",10-K,2022-02-07,2021-12-31,2021,FY,4,3711,Motor Vehicles & Passenger Car Bodies,TX,53823000000,us-gaap:Revenues,USD,2021-01-01,2021-12-31,62131000000,us-gaap:Assets,USD,,2021-12-31,30548000000,us-gaap:Liabilities,USD,,2021-12-31,5644000000,us-gaap:ProfitLoss,USD,2021-01-01,2021-12-31,11497000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2021-01-01,2021-12-31,-7868000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2021-01-01,2021-12-31,-5203000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2021-01-01,2021-12-31,1033507611,dei:EntityCommonStockSharesOutstanding,shares,,2022-01-31,,,USD,,
000095017022006034,0001318605,TSLA,"Tesla, Inc.",10-Q,2022-04-25,2022-03-31,2022,Q1,1,3711,Motor Vehicles & Passenger Car Bodies,TX,18756000000,us-gaap:Revenues,USD,2022-01-01,2022-03-31,66038000000,us-gaap:Assets,USD,,2022-03-31,30632000000,us-gaap:Liabilities,USD,,2022-03-31,3280000000,us-gaap:ProfitLoss,USD,2022-01-01,2022-03-31,3995000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-03-31,-2167000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-03-31,-1914000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-03-31,1036009925,dei:EntityCommonStockSharesOutstanding,shares,,2022-04-19,,,USD,,
000095017022012936,0001318605,TSLA,"Tesla, Inc.",10-Q,2022-07-25,2022-06-30,2022,Q2,2,3711,Motor Vehicles & Passenger Car Bodies,TX,35690000000,us-gaap:Revenues,USD,2022-01-01,2022-06-30,68513000000,us-gaap:Assets,USD,,2022-06-30,30855000000,us-gaap:Liabilities,USD,,2022-06-30,5549000000,us-gaap:ProfitLoss,USD,2022-01-01,2022-06-30,6346000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-06-30,-3051000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-06-30,-2320000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-06-30,1044490015,dei:EntityCommonStockSharesOutstanding,shares,,2022-07-19,,,USD,,
000095017022019867,0001318605,TSLA,"Tesla, Inc.",10-Q,2022-10-24,2022-09-30,2022,Q3,3,3711,Motor Vehicles & Passenger Car Bodies,TX,57144000000,us-gaap:Revenues,USD,2022-01-01,2022-09-30,74426000000,us-gaap:Assets,USD,,2022-09-30,33302000000,us-gaap:Liabilities,USD,,2022-09-30,8880000000,us-gaap:ProfitLoss,USD,2022-01-01,2022-09-30,11446000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-09-30,-5842000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-09-30,-3032000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-09-30,3157752449,dei:EntityCommonStockSharesOutstanding,shares,,2022-10-18,,,USD,,
000095017023001409,0001318605,TSLA,"Tesla, Inc.",10-K,2023-01-31,2022-12-31,2022,FY,4,3711,Motor Vehicles & Passenger Car Bodies,TX,81462000000,us-gaap:Revenues,USD,2022-01-01,2022-12-31,82338000000,us-gaap:Assets,USD,,2022-12-31,36440000000,us-gaap:Liabilities,USD,,2022-12-31,12587000000,us-gaap:ProfitLoss,USD,2022-01-01,2022-12-31,14724000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-12-31,-11973000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-12-31,-3527000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-12-31,3164102701,dei:EntityCommonStockSharesOutstanding,shares,,2023-01-25,,,USD,,
000095017023013890,0001318605,TSLA,"Tesla, Inc.",10-Q,2023-04-24,2023-03-31,2023,Q1,1,3711,Motor Vehicles & Passenger Car Bodies,TX,23329000000,us-gaap:Revenues,USD,2023-01-01,2023-03-31,86833000000,us-gaap:Assets,USD,,2023-03-31,37598000000,us-gaap:Liabilities,USD,,2023-03-31,2539000000,us-gaap:ProfitLoss,USD,2023-01-01,2023-03-31,2513000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-03-31,-2484000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-03-31,-233000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-03-31,3169504301,dei:EntityCommonStockSharesOutstanding,shares,,2023-04-17,,,USD,,
000095017023033872,0001318605,TSLA,"Tesla, Inc.",10-Q,2023-07-24,2023-06-30,2023,Q2,2,3711,Motor Vehicles & Passenger Car Bodies,TX,48256000000,us-gaap:Revenues,USD,2023-01-01,2023-06-30,90591000000,us-gaap:Assets,USD,,2023-06-30,38409000000,us-gaap:Liabilities,USD,,2023-06-30,5153000000,us-gaap:ProfitLoss,USD,2023-01-01,2023-06-30,5578000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-06-30,-6018000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-06-30,-561000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-06-30,3173994467,dei:EntityCommonStockSharesOutstanding,shares,,2023-07-17,,,USD,,
000162828023034847,0001318605,TSLA,"Tesla, Inc.",10-Q,2023-10-23,2023-09-30,2023,Q3,3,3711,Motor Vehicles & Passenger Car Bodies,TX,71606000000,us-gaap:Revenues,USD,2023-01-01,2023-09-30,93941000000,us-gaap:Assets,USD,,2023-09-30,39446000000,us-gaap:Liabilities,USD,,2023-09-30,7031000000,us-gaap:ProfitLoss,USD,2023-01-01,2023-09-30,8886000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-09-30,-10780000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-09-30,1702000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-09-30,3178921391,dei:EntityCommonStockSharesOutstanding,shares,,2023-10-16,,,USD,,
000162828024002390,0001318605,TSLA,"Tesla, Inc.",10-K,2024-01-29,2023-12-31,2023,FY,4,3711,Motor Vehicles & Passenger Car Bodies,TX,96773000000,us-gaap:Revenues,USD,2023-01-01,2023-12-31,106618000000,us-gaap:Assets,USD,,2023-12-31,43009000000,us-gaap:Liabilities,USD,,2023-12-31,14974000000,us-gaap:ProfitLoss,USD,2023-01-01,2023-12-31,13256000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-12-31,-15584000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-12-31,2589000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-12-31,3184790415,dei:EntityCommonStockSharesOutstanding,shares,,2024-01-22,,,USD,,
000162828024017503,0001318605,TSLA,"Tesla, Inc.",10-Q,2024-04-24,2024-03-31,2024,Q1,1,3711,Motor Vehicles & Passenger Car Bodies,TX,21301000000,us-gaap:Revenues,USD,2024-01-01,2024-03-31,109226000000,us-gaap:Assets,USD,,2024-03-31,44046000000,us-gaap:Liabilities,USD,,2024-03-31,1144000000,us-gaap:ProfitLoss,USD,2024-01-01,2024-03-31,242000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-03-31,-5084000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-03-31,196000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-03-31,3189196167,dei:EntityCommonStockSharesOutstanding,shares,,2024-04-18,,,USD,,
000162828024032662,0001318605,TSLA,"Tesla, Inc.",10-Q,2024-07-24,2024-06-30,2024,Q2,2,3711,Motor Vehicles & Passenger Car Bodies,TX,46801000000,us-gaap:Revenues,USD,2024-01-01,2024-06-30,112832000000,us-gaap:Assets,USD,,2024-06-30,45569000000,us-gaap:Liabilities,USD,,2024-06-30,2638000000,us-gaap:ProfitLoss,USD,2024-01-01,2024-06-30,3854000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-06-30,-8309000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-06-30,2736000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-06-30,3194640415,dei:EntityCommonStockSharesOutstanding,shares,,2024-07-18,,,USD,,
000162828024043486,0001318605,TSLA,"Tesla, Inc.",10-Q,2024-10-24,2024-09-30,2024,Q3,3,3711,Motor Vehicles & Passenger Car Bodies,TX,71983000000,us-gaap:Revenues,USD,2024-01-01,2024-09-30,119852000000,us-gaap:Assets,USD,,2024-09-30,49142000000,us-gaap:Liabilities,USD,,2024-09-30,4821000000,us-gaap:ProfitLoss,USD,2024-01-01,2024-09-30,10109000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-09-30,-11184000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-09-30,2868000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-09-30,3210059659,dei:EntityCommonStockSharesOutstanding,shares,,2024-10-18,,,USD,,
000162828025003063,0001318605,TSLA,"Tesla, Inc.",10-K,2025-01-30,2024-12-31,2024,FY,4,3711,Motor Vehicles & Passenger Car Bodies,TX,97690000000,us-gaap:Revenues,USD,2024-01-01,2024-12-31,122070000000,us-gaap:Assets,USD,,2024-12-31,48390000000,us-gaap:Liabilities,USD,,2024-12-31,7153000000,us-gaap:ProfitLoss,USD,2024-01-01,2024-12-31,14923000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-12-31,-18787000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-12-31,3853000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-12-31,3216517037,dei:EntityCommonStockSharesOutstanding,shares,,2025-01-22,,,USD,,
000162828025018911,0001318605,TSLA,"Tesla, Inc.",10-Q,2025-04-23,2025-03-31,2025,Q1,1,3711,Motor Vehicles & Passenger Car Bodies,TX,19335000000,us-gaap:Revenues,USD,2025-01-01,2025-03-31,125111000000,us-gaap:Assets,USD,,2025-03-31,49693000000,us-gaap:Liabilities,USD,,2025-03-31,420000000,us-gaap:ProfitLoss,USD,2025-01-01,2025-03-31,2156000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-01,2025-03-31,-1651000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-01,2025-03-31,-332000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-01,2025-03-31,3220956211,dei:EntityCommonStockSharesOutstanding,shares,,2025-04-16,,,USD,,
000162828025035806,0001318605,TSLA,"Tesla, Inc.",10-Q,2025-07-24,2025-06-30,2025,Q2,2,3711,Motor Vehicles & Passenger Car Bodies,TX,41831000000,us-gaap:Revenues,USD,2025-01-01,2025-06-30,128567000000,us-gaap:Assets,USD,,2025-06-30,50495000000,us-gaap:Liabilities,USD,,2025-06-30,1610000000,us-gaap:ProfitLoss,USD,2025-01-01,2025-06-30,4696000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-01,2025-06-30,-4595000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-01,2025-06-30,-554000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-01,2025-06-30,3225448889,dei:EntityCommonStockSharesOutstanding,shares,,2025-07-17,,,USD,,
000162828025045968,0001318605,TSLA,"Tesla, Inc.",10-Q,2025-10-23,2025-09-30,2025,Q3,3,3711,Motor Vehicles & Passenger Car Bodies,TX,69926000000,us-gaap:Revenues,USD,2025-01-01,2025-09-30,133735000000,us-gaap:Assets,USD,,2025-09-30,53019000000,us-gaap:Liabilities,USD,,2025-09-30,2999000000,us-gaap:ProfitLoss,USD,2025-01-01,2025-09-30,10934000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-01,2025-09-30,-8950000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-01,2025-09-30,429000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-01,2025-09-30,3325819167,dei:EntityCommonStockSharesOutstanding,shares,,2025-10-16,,,USD,,
