pdf_filename,paper_name,author,institute,topic,uses_knowledge_graph,reasoning_depth,baseline,retrieval_method,generator_model,uses_reranker,data_modality,evaluation_dataset,evaluation_metric,application_domain,use_agent,agent_framework,performance_on_hotpotqa,performance_on_NQ,multi_turn_retrieval,baseline_amount
2507.16826v1_A-Query-Aware-Multi-Path-Knowledge-Graph-Fusion-Approach-for-Enhancing-Retrieval-Augmented-Generatio.pdf,A Query-Aware Multi-Path Knowledge Graph Fusion Approach for Enhancing Retrieval-Augmented Generation in Large Language Models,Qikai Weia; Huansheng Ninga; Chunlong Hana; Jianguo Dingb,"School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China; Blekinge Institute of Technology, Karlskrona, Sweden",Retrieval-Augmented Generation,Yes,multi-hop,LLMs-only; W-RAG; BM25; BGE-rerank; BCE-rerank; LLMs-KG; LLMs-KG-rerank; QCG-rerank; KG2RAG,Graph-based Retrieval,qwen2.5-7B-Instruct; Llama 3,Yes,Text,SQuAD; IIRC; Cultour; HotpotQA; MuSiQue,ROUGE-1; ROUGE-L; BLEU-1; METEOR; MRR@1; MRR@10; Recall@10; nDCG@10; Precision; Recall; F1-score; hit@10,General,No,,R-1: 64.98; R-L: 64.95; B-1: 68.42; Met.: 57.74,,Yes,9
2507.19333v3_Injecting-External-Knowledge-into-the-Reasoning-Process-Enhances-Retrieval-Augmented-Generation.pdf,Injecting External Knowledge into the Reasoning Process Enhances Retrieval-Augmented Generation,Minghao Tang; Shiyu Ni; Jiafeng Guo; Keping Bi,"State Key Laboratory of AI Safety, Institute of Computing Technology, Chinese Academy of Sciences; University of Chinese Academy of Sciences",Retrieval-Augmented Generation,No,multi-hop,Direct QA; Vanilla RAG; Instruction Injection,Sparse Retrieval,Qwen3-8B; Qwen3-14B; Qwen3-32B; DeepSeek-R1-Distill-Qwen-32B,No,Text,2WikiMultiHopQA; HotpotQA; ComplexWebQuestions; PopQA; ConFiQA,F1,General,No,,Qwen3-8B (Bridge F1: 40.37; Comparison F1: 72.79); Qwen3-14B (Bridge F1: 43.01; Comparison F1: 72.74); Qwen3-32B (Bridge F1: 44.96; Comparison F1: 75.30); DeepSeek-R1-Distill-Qwen-32B (Bridge F1: 44.43; Comparison F1: 74.09),,No,3
2507.21103v1_Analise-Semantica-Automatizada-com-LLM-e-RAG-para-Bulas-Farmaceuticas.pdf,Análise Semântica Automatizada com LLM e RAG para Bulas Farmacêuticas,Daniel Meireles do Rego,"Instituto de Biociências, Letras e Ciências Exatas – Universidade Estadual Paulista (UNESP)",Retrieval-Augmented Generation,No,single-hop,,Hybrid Retrieval,Gemini; OpenRouter-ModelGPT,No,Text,Bulário Eletrônico da Anvisa,Precisão; Completude; Tempo de Resposta; Consistência; Kappa de Cohen,Medical,No,,,,No,0
2507.21360v1_Efficacy-of-AI-RAG-Tools-for-Complex-Information-Extraction-and-Data-Annotation-Tasks-A-Case-Study-U.pdf,Efficacy of AI RAG Tools for Complex Information Extraction and Data Annotation Tasks: A Case Study Using Banks’ Public Disclosures1,Nicholas Botti; Flora Haberkorn; Charlotte Hoopes; Shaun Khan,Board of Governors of the Federal Reserve System,Retrieval-Augmented Generation,No,multi-hop,human-only,Dense Retrieval,Claude 3.5 Sonnet,No,Text,GSIB public disclosures,Time Efficiency;Accuracy/Agreement,Finance,No,,,,Yes,1
2508.00476v1_GETALPAutoMin-2025-Leveraging-RAG-to-Answer-Questions-based-on-Meeting-Transcripts.pdf,GETALP@AutoMin 2025: Leveraging RAG to Answer Questions based on Meeting Transcripts,Jeongwoo Kang; Markarit Vartampetian; Felix Herron; Yongxin Zhou; Diandra Fabre; Gabriela Gonzalez-Saez,"Univ. Grenoble Alpes, CNRS, Grenoble INP*, LIG, 38000 Grenoble, France",Retrieval-Augmented Generation,Yes,single-hop,GETALP@AutoMin; GETALP@AutoMin_amr; GETALP@ AutoMin_amr_only,Dense Retrieval,meta-llama/Llama-3.1-8B-Instruct,No,Text,ELITR Minuting Corpus; ELITR-Bench Dataset,LLM-as-a-judge score; Human evaluation score,General,No,,,,No,3
2508.04276v2_A-Few-Words-Can-Distort-Graphs-Knowledge-Poisoning-Attacks-on-Graph-based-Retrieval-Augmented-Genera.pdf,A Few Words Can Distort Graphs: Knowledge Poisoning Attacks on Graph-based Retrieval-Augmented Generation of Large Language Models,Jiayi Wen; Tianxin Chen; Zhirun Zheng; Cheng Huang,"College of Computer Science and Artificial Intelligence, Fudan University; Department of Artificial Intelligence, Ajou University",Retrieval-Augmented Generation,Yes,multi-hop,PoisonedRAG (PRAG); Naive Swap (NS); TextFooler-style Perturbation (TP);PoisonedRAG (PRAG); Naive Swap (NS); TextFooler-style Perturbation (TP);LLM-based Contamination Detector (LLMDet);Semantic Closeness Checking (SCC),Graph-based Retrieval,GPT-4o; GPT-4o-mini,No,Text,The Little Prince (LP); Financial Crisis of 2007-2008 (FC08); Japanese Asset Price Bubble (JAPB); Russo-Ukrainian War (RUW),Attack Success Rate (ASR); Question-Answer Semantic Deviation (QASD); Accuracy; node retention rate; edge retention rate; Jaccard similarity; Precision; Recall; F1-Score,General; Finance; Art,No,,,,No,8
2508.05100v2_BEE-RAG-Balanced-Entropy-Engineering-for-Retrieval-Augmented-Generation.pdf,BEE-RAG: Balanced Entropy Engineering for Retrieval-Augmented Generation,Yuhao Wang; Ruiyang Ren; Yucheng Wang; Jing Liu; Wayne Xin Zhao; Hua Wu; Haifeng Wang,"Gaoling School of Artificial Intelligence, Renmin University of China; Baidu Inc.; Beijing Key Laboratory of Research on Large Models and Intelligent Governance",Retrieval-Augmented Generation,No,single-hop,Vanilla RAG; Chain-of-Thought; Chain-of-Note; PCW; Position-Engineering; Self-Critic; Multiply-Attention; LoRA; Prefix-Tuning,Sparse Retrieval; Dense Retrieval,LLaMA-3-8B; Qwen-2.5-7B,No,Text,Natural Questions; TriviaQA; HotpotQA; 2WikiMultihopQA,EM; F1,General,No,,"Qwen-2.5-7B (Zero-BEE): EM 27.86, F1 37.15; Qwen-2.5-7B (Light-BEE): EM 35.95, F1 44.81; LLaMA-3-8B (Zero-BEE): EM 23.84, F1 34.29; LLaMA-3-8B (Light-BEE): EM 38.06, F1 44.72","Qwen-2.5-7B (Zero-BEE): EM 29.03, F1 43.15; Qwen-2.5-7B (Light-BEE): EM 38.71, F1 50.11; LLaMA-3-8B (Zero-BEE): EM 30.50, F1 38.96; LLaMA-3-8B (Light-BEE): EM 38.42, F1 49.23",No,9
2508.06105v2_You-Dont-Need-Pre-built-Graphs-for-RAG-Retrieval-Augmented-Generation-with-Adaptive-Reasoning-Struct.pdf,You Don’t Need Pre-built Graphs for RAG: Retrieval Augmented Generation with Adaptive Reasoning Structures,Shengyuan Chen; Chuang Zhou; Zheng Yuan; Qinggang Zhang; Zeyang Cui; Hao Chen; Yilin Xiao; Jiannong Cao; Xiao Huang,The Hong Kong Polytechnic University,Retrieval-Augmented Generation,No,multi-hop,Llama3 (8b); Llama3 (13b); GPT-3.5-turbo; GPT-4o-mini; VanillaRAG (Top-1); VanillaRAG (Top-3); VanillaRAG (Top-5); KGP; G-retriever; RAPTOR; GraphRAG; LightRAG; HippoRAG; HippoRAG2,Dense Retrieval,gpt-4o-mini,No,Text,MuSiQue; 2WikiMQA; HotpotQA,string-based accuracy; LLM-based accuracy,General,Yes,Other,Str-Acc.: 54.8; LLM-Acc.: 62.6,,Yes,14
2508.09755v1_Transforming-Questions-and-Documents-for-Semantically-Aligned-Retrieval-Augmented-Generation.pdf,Transforming Questions and Documents for Semantically Aligned Retrieval-Augmented Generation,Seokgi Lee,snu.ac.kr,Retrieval-Augmented Generation,No,multi-hop,No-RAG LLMs (Gemini-1.5-pro; GPT-4o); Self-RAG; Query Rewriting; ReSP; GPT-3.5-Turbo;LLaMA-3.1-8B-inst;RAPTOR; MacRAG; LongRAG,Dense Retrieval,GPT-4o; Gemini-1.5-pro; LLaMA-3.1-8B-instruct,Yes,Text,HotpotQA; 2WikiMultiHopQa; MuSiQue,F1,General,No,,Ours (LLaMA-3.1-8B-inst): F1: 56.42; Ours (GPT-4o): F1: 67.50; Ours (Gemini-1.5-pro): F1: 66.85,,No,10
2508.13118v2_AutoBnB-RAG-Enhancing-Multi-Agent-Incident-Response-with-Retrieval-Augmented-Generation.pdf,AutoBnB-RAG: Enhancing Multi-Agent Incident Response with Retrieval-Augmented Generation,Zefang Liu; Arman Anwar,"Capital One, San Jose, USA; Georgia Institute of Technology, Atlanta, USA",Retrieval-Augmented Generation,No,multi-hop,Base; RAG-Wiki; RAG-News,Dense Retrieval,GPT-4o,No,Text,Backdoors & Breaches; Real-world incidents,Win Rate,Other,Yes,Multi-Agent Collaboration,,,Yes,3
2508.14048v1_RAG-Boost-Retrieval-Augmented-Generation-Enhanced-LLM-based-Speech-Recognition.pdf,RAG-Boost: Retrieval-Augmented Generation Enhanced LLM-based Speech Recognition,Pengcheng Wang; Sheng Li; Takahiro Shinozaki,"School of Engineering, Institute of Science Tokyo, Japan",Retrieval-Augmented Generation,No,single-hop,VanillaWhisper-large-v3; Baseline-Qwen; Baseline-Llama; Whisper tiny; Whisper large-v3-turbo; SLAM-ASR phi+tiny; SLAM-ASR phi+large-v3-turbo; SLAM-ASR qwen+large-v3-turbo; Keywords RAG w/o FT; Keywords RAG wFT,Dense Retrieval,Phi-4-mini-Instruct; Qwen2-7B-Instruct,No,Audio; Text,MLC-SLM,WER; SEM,General,No,,,,No,10
2508.16007v2_Data-Auctions-for-Retrieval-Augmented-Generation.pdf,Data Auctions for Retrieval Augmented Generation,Minbiao Han; Seyed A. Esmaeili; Michael Albert; Haifeng Xu,University of Chicago; University of Virginia,Retrieval-Augmented Generation,No,single-hop,GREEDY; CONGREEDY,Dense Retrieval,,No,Text; Image,Synthetic (SYN) dataset;20_newsgroups; CIFAR-10,Welfare; Runtime,General,No,,,,No,2
2508.19282v3_CORE-RAG-Lossless-Compression-for-Retrieval-Augmented-LLMs-via-Reinforcement-Learning.pdf,CORE: LOSSLESS COMPRESSION FOR RETRIEVALAUGMENTED LLMS VIA REINFORCEMENT LEARNING,Ziqiang Cui; Yunpeng Weng; Xing Tang; Peiyang Liu; Shiwei Li; Bowei He; Jiamin Chen; Yansen Zhang; Xiuqiang He; Chen Ma,City University of Hong Kong; Tencent; Shenzhen Technology University; Peking University; Huazhong University of Science and Technology,Retrieval-Augmented Generation,No,multi-hop,"No Retrieval; RAG without compression (Top1, Top3, Top5, Top10 Documents); BM25; Qwen2.5-1.5B; DeepSeek-V3 (671B); RECOMP-Abs (1.5B); RECOMP-Ext (1.5B); NoiseFilter-IB (1.5B)",Dense Retrieval; Hybrid Retrieval; Sparse Retrieval,Qwen2.5-14B-Instruct; LLama3.1-8B-Instruct,No,Text,Natural Questions; TriviaQA; HotpotQA; 2WikiMultihopQA,EM; F1,General,No,,"Compression of top 5 documents: EM: 33.67, F1: 45.06; Compression of top 10 documents: EM: 34.68, F1: 46.35","Compression of top 5 documents: EM: 41.02, F1: 50.40; Compression of top 10 documents: EM: 41.88, F1: 51.26",No,8
2509.00100v1_MODE-Mixture-of-Document-Experts-for-RAG.pdf,MODE: Mixture of Document Experts for RAG,Rahul Anand,,Retrieval-Augmented Generation,No,multi-hop,Traditional RAG,Dense Retrieval,GPT-4o,No,Text,HotpotQA; SQuAD,GPTAccuracy; GPTF1 Score; BERTPrecision; BERTRecall; BERT F1 Score; Latency,General,No,,GPTAccuracy: 0.8039; GPTF1 Score: 0.8913; BERTPrecision: 0.7208; BERTRecall: 0.7507; BERT F1 Score: 0.7320,,No,1
2509.04716v1_KERAG-Knowledge-Enhanced-Retrieval-Augmented-Generation-for-Advanced-Question-Answering.pdf,KERAG: Knowledge-Enhanced Retrieval-Augmented Generation for Advanced Question Answering,Yushi Sun; Kai Sun; Yifan Ethan Xu; Xiao Yang; Xin Luna Dong; Nan Tang; Lei Chen,HKUST; Meta Reality Labs; HKUST(GZ),Retrieval-Augmented Generation,Yes,multi-hop,GPT-4o; Llama-3.1-70B-Instruct; GPT-4o (tool); Llama-3.1-70B-Instruct (tool); db3; apex; WikiSP; StructGPT; ToG; ToG-2,Graph-based Retrieval,Llama-3.1-8B-Instruct; Llama-3.1-70B-Instruct; GPT-4o; DeepSeek-V3,No,Text,CRAG; Head2Tail; QALD10-en; WebQSP; AdvHotpotQA; CWQ,accuracy (A); miss rate (M); hallucination rate (H); truthfulness score (T),General; Finance; Sports; Art,Yes,CoT,,,Yes,10
2509.06631v1_Guided-Decoding-and-Its-Critical-Role-in-Retrieval-Augmented-Generation.pdf,Guided Decoding and Its Critical Role in Retrieval-Augmented Generation,Özgür Ugur; Musa Yılmaz; Esra ¸Savirdi; Özay Ezerceli; Mahmut El Huseyni; Selva Ta¸s; Reyhan Bayraktar,"Newmind AI Istanbul, Türkiye",Retrieval-Augmented Generation,No,single-hop,Outlines; XGrammar; LM Format Enforcer,,Qwen2.5-72B-Instruct; LLaMA-3.3-70B-Instruct,No,Text,Custom dataset of Turkish legal documents,Success Rate; Hallucination Rate; False Positive Rate; Missed References,Legal,No,,,,Yes,3
2509.09360v2_MetaRAG-Metamorphic-Testing-for-Hallucination-Detection-in-RAG-Systems.pdf,MetaRAG: Metamorphic Testing for Hallucination Detection in RAG Systems⋆,Channdeth Sok; David Luz; Yacine Haddam,"Forvia Paris Tech Center, GIT; ENSAE Paris, Institut Polytechnique de Paris",Retrieval-Augmented Generation,No,single-hop,null,Dense Retrieval,gpt-4.1; gpt-4.1-mini; gpt-4.1-nano; Claude Sonnet 4,No,Text,proprietary enterprise dataset,Precision; Recall; F1 score; Accuracy; Latency,General; Medical; Legal; Government; Finance,Yes,Other,null,null,No,0
2509.09848v1_Towards-an-AI-based-knowledge-assistant-for-goat-farmers-based-on-Retrieval-Augmented-Generation.pdf,Towards an AI-based knowledge assistant for goat farmers based on Retrieval-Augmented Generation,Nana Han; Dong Liu; Tomas Norton,"Department of Biosystems, Division M3-BIORES: Measure, Model & Manage Bioresponses, Catholic University of Leuven, Kasteelpark Arenberg 30, 3001 Heverlee, Belgium",Retrieval-Augmented Generation,No,multi-hop,Qwen3-8B,Hybrid Retrieval; Web Search,Qwen3-8B,No,Text; Table,Custom domain-specific dataset (Capripedia),BERTScore; Accuracy,Other,No,null,null,,Yes,1
2509.13930v2_Linguistic-Nepotism-Trading-off-Quality-for-Language-Preference-in-Multilingual-RAG.pdf,LINGUISTIC NEPOTISM: TRADING-OFF QUALITY FOR LANGUAGE PREFERENCE IN MULTILINGUAL RAG,Dayeon Ki; Marine Carpuat; Paul McNamee; Daniel Khashabi; Eugene Yang; Dawn Lawrie; Kevin Duh,University of Maryland; Johns Hopkins University,Retrieval-Augmented Generation,No,single-hop,,Web Search,LLAMA-3.1 8B; LLAMA-3.3 70B; QWEN-3 8B; QWEN-3 14B; GEMMA-3 27B; AYA23 8B,No,Text,ELI5; MIRACL,Citation Accuracy; next token probability; Shannon entropy; Hit@1; Score@1,General,No,null,null,null,No,0
2509.14435v2_Causal-Counterfactual-RAG-The-Integration-of-Causal-Counterfactual-Reasoning-into-RAG.pdf,Causal-Counterfactual RAG: The Integration of Causal-Counterfactual Reasoning into RAG,Harshad Khadilkar; Abhay Gupta,Indian Institute of Technology Bombay; Indian Institute of Technology Patna,Retrieval-Augmented Generation,Yes,multi-hop,Regular RAG,Graph-based Retrieval,Gemini 1.5,Yes,Text,custom dataset; OpenAlex,Precision; Recall; Causal Chain Integrity Score; Counterfactual Robustness Score,Academic,No,null,null,null,Yes,1
2509.20859v2_Concise-and-Sufficient-Sub-Sentence-Citations-for-Retrieval-Augmented-Generation.pdf,Concise and Sufficient Sub-Sentence Citations for Retrieval-Augmented Generation,Guo Chen; Qiuyuan Li; Qiuxian Li; Hongliang Dai; Xiang Chen; Piji Li,"College of Artificial Intelligence, Nanjing University of Aeronautics and Astronautics, Nanjing, China; The Key Laboratory of Brain-Machine Intelligence Technology, Ministry of Education, Nanjing, China.; MIIT Key Laboratory of Pattern Analysis and Machine Intelligence, College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China",Retrieval-Augmented Generation,No,multi-hop,LLaMa3.1-8b; Qwen2.5-7b; Longcite; RAG-Ex,,LLaMa3.1-8b; Qwen2.5-7b,No,Text,XOR-AttriQA; XQUAD; HotpotQA,F1; Cosine Similarity; GPT-4o Score,General,No,null,null,null,No,4
2509.21237v1_Query-Centric-Graph-Retrieval-Augmented-Generation.pdf,QUERY-CENTRIC GRAPH RETRIEVAL AUGMENTED GENERATION,Yaxiong Wu; Jianyuan Bo; Yongyue Zhang; Sheng Liang; Yong Liu,"Huawei Technologies Co., Ltd",Retrieval-Augmented Generation,No,multi-hop,Naive RAG; D2QRAG; D2Q--RAG; GraphRAG; LightRAG; MiniRAG; KG-Retriever,Graph-based Retrieval,Qwen2.5-72B-Instruct,No,Text,LiHuaWorld; MultiHop-RAG,Accuracy; LLM-as-a-Judge,General,No,null,null,null,No,7
2509.23874v1_Multi-Value-Product-Retrieval-Augmented-Generation-for-Industrial-Product-Attribute-Value-Identifica.pdf,Multi-Value-Product Retrieval-Augmented Generation for Industrial Product Attribute Value Identification,Huike Zou; Haiyang Yang; Yindu Su; Liyu Chen; Chengbao Lian; Qingheng Zhang; Shuguang Han; Jufeng Chen,Xianyu of Alibaba; Xiaohongshu Inc.,Retrieval-Augmented Generation,No,single-hop,BERT-CLS; LLM; Product-RAG; TACLR,Dense Retrieval,Qwen2.5; Qwen2.5-7B-Instruct,No,Text,Xianyu-PAVI,precision@1; recall@1; F1 score@1; Coverage,Other,No,null,null,null,No,4
2510.01800v1_REBot-From-RAG-to-CatRAG-with-Semantic-Enrichment-and-Graph-Routing.pdf,REBot: From RAG to CatRAG with Semantic Enrichment and Graph Routing,Thanh Ma; Tam-Tri La; Nghi-Minh Nguyen; Van-Khanh Pham Luu; Thu-Lam Le Huu; Huu-Hoa Nguyen,Can Tho University,Retrieval-Augmented Generation,Yes,single-hop,RAG,Hybrid Retrieval,gpt-4o-mini; mistral-small-2506,No,Text,REBot Q&A Evaluation; CTU Academic Regulation Dataset,Accuracy; Precision; Recall; F1 Score,Education,No,null,null,null,No,1
2510.02827v1_StepChain-GraphRAG-Reasoning-Over-Knowledge-Graphs-for-Multi-Hop-Question-Answering.pdf,StepChain GraphRAG: Reasoning Over Knowledge Graphs for Multi-Hop Question Answering,"Tengjun Ni, Xin Yuan, Shenghong Li, Kai Wu， Ren Ping Liu, Wei Ni, and Wenjie Zhang","University of Technology Sydney, Australia；Data61, CSIRO, Australia；School of Engineering, Edith Cowan University, Australia； University of New South Wales, Australia",Retrieval-Augmented Generation,Yes,multi-hop,HopRAG,hybrid retrieval，graph based retrieval,Gpt-4o,No,Text,HotpotQA;Musique；2WikiMultiHopQA,"EM,F1",General,No,null,EM:0.667;F1：0.795,null,Yes,1
2510.12668v1_The-Role-of-Parametric-Injection-A-Systematic-Study-of-Parametric-Retrieval-Augmented-Generation.pdf,The Role of Parametric Injection-A Systematic Study of Parametric Retrieval-Augmented Generation,Minghao Tang; Shiyu Ni; Jingtong Wu; Zengxin Han; Keping Bi,"State Key Laboratory of AI Safety, ICT, Chinese Academy of Sciences; University of Chinese Academy of Sciences",Retrieval-Augmented Generation,No,multi-hop,Vanilla; RAG,Sparse Retrieval,LLaMA3.2-1B-Instruct; Qwen2.5-1.5B-Instruct; Qwen2.5-7B-Instruct,No,Text,2WikiMultihopQA; HotpotQA; ComplexWebQuestions; PopQA; FEVER; Zero-Shot-RE; ConFiQA,Accuracy; F1; Faithfulness,General,No,null,LLaMA3.2-1B-Instruct (PRAG-Combine) Accuracy: 31.00; Qwen2.5-1.5B-Instruct (PRAG-Combine) Accuracy: 31.66; Qwen2.5-7B-Instruct (PRAG-Combine) Accuracy: 38.66,null,No,2
2510.13091v2_Unmasking-Hiring-Bias-Platform-Data-Analysis-and-Controlled-Experiments-on-Bias-in-Online-Freelance-.pdf,Unmasking Hiring Bias: Platform Data Analysis and Controlled Experiments on Bias in Online Freelance Marketplaces via RAG-LLM Generated Contents,Wugeng Zheng; Guohou Shan,Northeastern University,Retrieval-Augmented Generation,No,single-hop,,Dense Retrieval,Qwen/QwQ32B,No,Text; Image,Freelancer.com; Amazon Mechanical Turk (MTurk),Odds; 95% CI; P-value; Odds Ratio (OR); IRR (Incidence Rate Ratios),General,No,null,null,null,No,0
2510.15722v1_The-3rd-Place-Solution-of-CCIR-CUP-2025-A-Framework-for-Retrieval-Augmented-Generation-in-Multi-Turn.pdf,The 3rd Place Solution of CCIR CUP 2025: A Framework for Retrieval-Augmented Generation in Multi-Turn Legal Conversation,Da Li; Zecheng Fang; Qiang Yan; Wei Huang; Xuanpu Luo,"CAS Key Lab of Network Data Science and Technology, ICT, CAS; State Key Laboratory of AI Safety; University of Chinese Academy of Sciences; Institute of Computing Technology, Chinese Academy of Sciences",Retrieval-Augmented Generation,No,single-hop,Vanilla RAG,Hybrid Retrieval,Qwen3-235B-a22b,Yes,Text,CCIR CUP 2025 dataset,NDCG@5; BERT-F1; Keyword_Accuracy,Legal,No,null,null,null,Yes,1
2510.18633v1_Query-Decomposition-for-RAG-Balancing-Exploration-Exploitation.pdf,Query Decomposition for RAG: Balancing Exploration-Exploitation,Roxana Petcu; Kenton Murray; Daniel Khashabi; Evangelos Kanoulas; Maarten de Rijke; Dawn Lawrie; Kevin Duh,University of Amsterdam; Johns Hopkins University,Retrieval-Augmented Generation,No,multi-hop,Baseline random; Baseline random rank-aware; exploitation-only policy; exploration-only policy; Full; Rank; e-greedy,Hybrid Retrieval; Sparse Retrieval; Dense Retrieval,,No,Text,NeuCLIR; ResearchyQuestions,precision; α-nDCG; Citation Support; Nugget Coverage; Sentence Support; recall,General,No,null,null,null,Yes,7
2510.20296v1_RAG-Stack-Co-Optimizing-RAG-Quality-and-Performance-From-the-Vector-Database-Perspective.pdf,RAG-Stack: Co-Optimizing RAG Quality and Performance From the Vector Database Perspective,Wenqi Jiang,ETH Zurich,Retrieval-Augmented Generation,No,multi-hop,,Dense Retrieval; Sparse Retrieval; Hybrid Retrieval,,Yes,Text,,,Medical; General,Yes,Other,null,null,Yes,0
2510.20878v1_HA-RAG-Hotness-Aware-RAG-Acceleration-via-Mixed-Precision-and-Data-Placement.pdf,HA-RAG: Hotness-Aware RAG Acceleration via Mixed Precision and Data Placement,Danying Ge; Jianhua Gao; Yixue Yang; Weixing Ji,"Beijing Normal University, China",Retrieval-Augmented Generation,No,single-hop,TurboRAG,Dense Retrieval,LLaMA-2-7B,No,Text,MS MARCO; TriviaQA,TTFT; ROUGE-1 F1,General,No,null,null,null,No,1
2510.22210v1_LSPRAG-LSP-Guided-RAG-for-Language-Agnostic-Real-Time-Unit-Test-Generation.pdf,LSPRAG: LSP-Guided RAG for Language-Agnostic Real-Time Unit Test Generation,Gwihwan Go; Quan Zhang; Chijin Zhou; Zhao Wei; Yu Jiang,Tsinghua University; East China Normal University; Tencent,Retrieval-Augmented Generation,No,single-hop,RAG; CodeQA; DraCo; SymPrompt,Other,GPT-4o; GPT-4o-mini; Deepseek-V3,No,Code,Black; Tornado; Commons-CLI; Commons-CSV; Cobra; Logrus,line coverage; valid rate,General,No,null,null,null,Yes,4
2510.23998v1_PICOs-RAG-PICO-supported-Query-Rewriting-for-Retrieval-Augmented-Generation-in-Evidence-Based-Medici.pdf,PICOs-RAG: PICO-supported Query Rewriting for Retrieval-Augmented Generation in Evidence-Based Medicine,Mengzhou Sun; Sendong Zhao; Jianyu Chen; Bing Qin,Faculty of Computing Harbin Institute of Technology,Retrieval-Augmented Generation,No,single-hop,Direct Input RAG,Dense Retrieval,Baichuan2-13B; Gpt-4o-mini; Llama3-7B,No,Text,webMedQA,Accuracy (Method A); Accuracy (Method B),Medical,No,null,null,null,No,1
2511.01059v1_Efficient-Test-Time-Retrieval-Augmented-Generation.pdf,Efficient Test-Time Retrieval Augmented Generation,HAILONG YIN; BIN ZHU; JINGJING CHEN; CHONG-WAH NGO,"Fudan University, China; Singapore Management University, Singapore",Retrieval-Augmented Generation,No,single-hop,Llama27B; RAG(Llama27B); Llama38B; RAG(Llama38B); DeepSeek-R1-LlamagB; RAG(DeepSeek-R1-LlamagB); FoodLMM; LLaVA-FT; RAG(LLaVA-FT-RAG); RAG(SMALLCAP),Dense Retrieval,Llama2-7B; Llama3-8B; DeepSeek-R1-Llama8B; LLaVA-FT; SMALLCAP,No,Text; Image,TriviaQA; PopQA; Recipe1M; COCOTest,Accuracy; BLEU; SacreBLEU; Rouge-L; BLEU-4; METEOR; CIDEr,General,No,,,,No,10
2511.02371v1_LUMA-RAG-Lifelong-Multimodal-Agents-with-Provably-Stable-Streaming-Alignment.pdf,LUMA-RAG: Lifelong Multimodal Agents with Provably Stable Streaming Alignment,Rohan Wandre; Vivek Dhalkari; Yash Gajewar; Dr. Namrata Patel,SIES Graduate School of Technology; Bharatiya Vidya Bhavan鈥檚 Sardar Patel Institute of Technology,Retrieval-Augmented Generation,No,single-hop,Hot-only (no warm); Hot+Warm without bridge,Dense Retrieval,,Yes,Text; Image; Audio,Custom image and audio datasets,Recall@k; MRR; nDCG@k; Safe@k; latency; S (L2 distortion); Ealign,General,Yes,Other,,,No,2
2511.05385v1_TeaRAG-A-Token-Efficient-Agentic-Retrieval-Augmented-Generation-Framework.pdf,TeaRAG: A Token-Efficient Agentic Retrieval-Augmented Generation Framework,CHAO ZHANG; YUHAO WANG; DERONG XU; HAOXIN ZHANG; YUANJIE LYU; YUHAO CHEN; SHUOCHEN LIU; TONG XU; XIANGYU ZHAO; YAN GAO; YAO HU; ENHONG CHEN,University of Science and Technology of China; City University of Hong Kong; Xiaohongshu Inc.,Retrieval-Augmented Generation,Yes,multi-hop,Zero-shot; RAG; Rerank; RECOMPabs; MixPR-RAG; IRCoT; SelfRAG; R1-Searcher-Llama-8B; R1-Searcher-Llama-8B*+R; R1-Searcher-Qwen-7B; R1-Searcher-Qwen-7B*+R; Search-R1-instruct-7B; Search-R1-base-7B; Search-R1-base-7B*+R; Search-R1-instruct-14B; Search-R1-base-14B; Search-R1-base-14B*+R,Hybrid Retrieval,Llama3-8B-Instruct; Qwen2.5-14B-Instruct,Yes,Text,NQ; PopQA; HotpotQA; 2WikiMultiHopQA; Musique; Bamboogle,EM; F1,General,Yes,Other,"Llama3-8B: EM: 46.59, F1: 59.48; Qwen2.5-14B: EM: 49.93, F1: 63.14",TeaRAG-8B: EM: 50.06; F1: 59.71; TeaRAG-14B: EM: 50.33; F1: 60.31,Yes,17
2511.05494v1_Customized-Retrieval-Augmented-Generation-with-LLM-for-Debiasing-Recommendation-Unlearning.pdf,Customized Retrieval-Augmented Generation with LLM for Debiasing Recommendation Unlearning,Haichao Zhang; Chong Zhang; Peiyu Hu; Shi Qiu; Jia Wang,Xi’an Jiaotong-Liverpool University,Retrieval-Augmented Generation,No,single-hop,Retrain; SISA; GraphEraser; RecEraser; SCIF; IFRU,Other,llama3.1-8b,Yes,Text,MovieLens 100K (ML-100K); MovieLens 1M (ML1M); Netflix,Hit Ratio (HR@K); Normalized Discounted Cumulative Gain (NDCG@K); unlearning time,Other,No,,,,No,6
2511.06582v1_TabRAG-Tabular-Document-Retrieval-via-Structured-Language-Representations.pdf,TabRAG: Tabular Document Retrieval via Structured Language Representations,Jacob Si; Mike Qu; Michelle Lee; Yingzhen Li,Imperial College London; Columbia University,Retrieval-Augmented Generation,No,single-hop,PyMuPDF; PyTesseract; Qwen2.5-VL-32B-Instruct,Dense Retrieval,Qwen3-8B,No,Image; Table; Text,TAT-DQA; MP-DocVQA; WikiTableQuestions; SPIQA,Accuracy; L3Score; MRR@10,General; Finance; Academic,No,,,,No,3
